34;294;282;3;0;5
35;681;856;3;1;38
37;539;756;3;2;6
38;864;338;3;3;0
27;12;85;3;4;0
27;177;152;3;5;0
27;205;42;3;6;3
29;250;23;4;7;0
29;376;296;4;8;0
29;93;86;3;9;0
29;221;133;3;10;0
29;250;124;3;11;0
29;340;146;3;12;0
30;346;97;3;13;0
30;359;504;3;14;10
34;408;27;3;15;0
28;432;246;3;16;11
32;455;88;5;17;0
29;946;262;3;18;0
31;61;459;3;19;0
31;83;244;3;20;0
30;109;485;3;21;0
39;326;411;4;22;10
40;313;425;3;23;10
30;516;53;3;24;0
30;557;447;3;25;37
30;657;74;4;26;14
30;700;237;3;27;15
29;791;163;3;28;0
29;847;213;3;29;0
31;279;515;3;30;0
30;425;94;3;31;0
31;438;456;3;32;0
31;463;126;4;33;0
31;711;542;3;34;0
31;763;198;3;35;0
32;835;268;3;36;0
32;950;78;3;37;0
31;955;387;3;38;30
33;97;35;4;39;0
32;156;537;3;40;0
33;176;824;3;41;0
32;234;189;3;42;0
34;270;151;3;43;0
32;287;227;3;44;0
32;326;170;3;45;0
31;344;400;3;46;10
31;359;22;3;47;0
32;382;350;3;48;0
31;538;554;3;49;0
31;662;272;3;50;32
33;1;628;3;51;0
33;16;611;3;52;0
34;250;347;3;53;0
32;323;580;3;54;0
38;347;401;3;55;10
33;444;108;3;56;0
33;454;788;3;57;0
34;733;506;3;58;0
33;766;492;4;59;0
33;869;282;3;60;0
34;996;342;3;61;0
34;106;128;3;62;0
34;249;31;3;63;0
34;306;587;3;64;0
36;377;393;3;65;0
34;540;486;3;66;0
34;625;99;3;67;0
34;675;103;3;68;0
33;847;342;3;69;0
34;895;650;3;70;0
33;909;77;3;71;0
33;928;609;3;72;0
39;167;565;3;73;4
35;232;28;3;74;3
38;267;679;3;75;0
37;271;367;3;76;5
35;294;943;3;77;0
35;386;561;3;78;0
34;507;438;3;79;0
36;535;579;3;80;0
35;769;124;3;81;0
35;828;494;3;82;0
35;921;177;3;83;0
35;952;162;3;84;0
35;974;486;3;85;36
36;124;761;3;86;0
36;249;488;3;87;0
41;312;438;4;88;10
43;321;436;3;89;10
36;321;441;3;90;10
35;331;152;3;91;0
35;337;175;3;92;0
36;360;242;3;93;0
37;108;104;3;94;3
38;180;137;3;95;0
37;183;903;3;96;23
37;312;441;3;97;10
43;317;470;3;98;10
38;303;541;3;99;0
37;370;602;3;100;0
39;759;158;3;101;0
36;949;180;3;102;0
38;466;52;3;103;0
38;526;33;3;104;2
39;640;941;3;105;33
38;787;678;3;106;0
38;962;32;3;107;0
40;99;114;3;108;0
39;106;914;3;109;23
39;360;227;3;110;0
40;98;903;3;111;23
38;357;398;3;112;10
40;911;418;3;113;30
41;262;702;3;114;0
42;387;334;3;115;19
43;272;496;3;116;0
42;306;471;3;117;10
43;677;411;3;118;0
52;774;203;3;119;0
43;868;75;3;120;8
44;691;410;3;121;0
44;863;331;3;122;0
57;900;594;234;123;0
45;352;530;3;124;0
45;946;348;3;125;30
46;9;717;3;126;0
47;358;442;3;127;10
47;663;487;3;128;0
47;853;484;3;129;0
47;929;69;3;130;0
48;341;278;3;131;5
54;507;411;3;132;0
50;16;755;3;133;0
50;397;414;4;134;10
48;703;492;3;135;0
55;303;321;3;136;5
56;388;488;3;137;10
56;458;277;3;138;0
67;662;942;3;139;0
67;665;941;3;140;0
67;655;943;3;141;0
67;630;967;4;142;0
67;627;962;5;143;0
67;629;952;5;144;0
67;682;350;3;145;0
