26;646;16;3;0;14
26;784;59;3;1;7
29;174;181;4;2;0
27;412;95;3;3;0
28;883;264;3;4;0
30;68;441;3;5;0
30;227;190;3;6;0
29;293;229;3;7;0
29;319;130;3;8;0
29;429;481;3;9;0
29;553;84;3;10;13
31;237;275;3;11;0
30;288;52;3;12;0
30;642;97;3;13;0
30;826;84;3;14;0
32;692;83;3;15;0
31;697;460;3;16;0
30;758;210;3;17;0
33;318;199;3;18;0
32;485;187;3;19;0
33;925;62;3;20;0
33;858;306;3;21;0
34;778;188;3;22;0
35;676;474;3;23;0
35;769;194;3;24;0
35;955;62;3;25;0
37;29;734;3;26;0
36;505;79;3;27;0
36;527;395;3;28;0
37;690;463;3;29;0
37;703;483;3;30;0
36;868;335;3;31;0
37;950;241;3;32;0
42;426;57;3;33;0
41;856;270;3;34;0
44;560;87;4;35;13
42;833;212;3;36;0
46;543;38;3;37;0
